Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher expression in
KLHL35	11q13.4	6.53	6.21	1.43	1.47	0.33	0.0462	0.0898	(A) BLACK OR AFRICAN AMERICAN
PRIM1	12q13.3	7.39	7.57	0.75	0.74	-0.17	0.0462	0.0898	(B) WHITE
GRHL3	1p36.11	6.00	5.54	2.05	1.75	0.46	0.0462	0.0899	(A) BLACK OR AFRICAN AMERICAN
GFPT1	2p13.3	11.53	11.71	0.77	0.67	-0.17	0.0462	0.0899	(B) WHITE
PHEX	Xp22.11	3.73	4.12	1.74	1.63	-0.39	0.0462	0.0899	(B) WHITE
HCG4	6p22.1	4.44	4.83	1.73	1.66	-0.39	0.0462	0.0899	(B) WHITE
LINC01091	4q28.1	1.10	1.33	1.00	0.94	-0.23	0.0463	0.0900	(B) WHITE
DNA2	10q21.3	7.38	7.16	0.96	0.99	0.22	0.0463	0.0901	(A) BLACK OR AFRICAN AMERICAN
MPV17	2p23.3	9.76	9.64	0.56	0.46	0.13	0.0463	0.0901	(A) BLACK OR AFRICAN AMERICAN
C4ORF3	4q26	11.24	11.35	0.49	0.40	-0.11	0.0464	0.0901	(B) WHITE
EXPH5	11q22.3	7.78	7.98	0.88	0.86	-0.20	0.0464	0.0902	(B) WHITE
STAB2	12q23.3	1.58	1.94	1.55	1.60	-0.35	0.0464	0.0903	(B) WHITE
SOCS3	17q25.3	10.24	9.98	1.14	1.14	0.26	0.0464	0.0903	(A) BLACK OR AFRICAN AMERICAN
JPH2	20q13.12	6.17	5.74	1.88	1.62	0.42	0.0464	0.0903	(A) BLACK OR AFRICAN AMERICAN
PLA2G4E	15q15.1	0.61	0.31	1.34	0.91	0.29	0.0464	0.0903	(A) BLACK OR AFRICAN AMERICAN
MRPL49	11q13.1	10.57	10.67	0.41	0.46	-0.10	0.0465	0.0903	(B) WHITE
AMOT	Xq23	9.13	9.40	1.20	1.10	-0.27	0.0465	0.0904	(B) WHITE
KRT18	12q13.13	13.39	13.67	1.26	1.04	-0.28	0.0465	0.0904	(B) WHITE
MORF4L1	15q25.1	11.82	11.91	0.39	0.39	-0.09	0.0465	0.0904	(B) WHITE
CLEC14A	14q21.1	8.25	8.48	1.03	0.91	-0.23	0.0466	0.0905	(B) WHITE
SIX3	2p21	3.07	2.44	2.79	2.27	0.62	0.0466	0.0905	(A) BLACK OR AFRICAN AMERICAN
SLC35B4	7q33	8.27	8.41	0.61	0.56	-0.14	0.0466	0.0906	(B) WHITE
LFNG	7p22.3	9.29	9.64	1.58	1.31	-0.35	0.0466	0.0906	(B) WHITE
LRRC29	16q22.1	5.55	5.32	1.02	0.83	0.23	0.0467	0.0907	(A) BLACK OR AFRICAN AMERICAN
RASAL3	19p13.12	7.33	7.00	1.48	1.16	0.33	0.0467	0.0907	(A) BLACK OR AFRICAN AMERICAN
IGSF8	1q23.2	10.89	10.70	0.83	0.75	0.19	0.0467	0.0907	(A) BLACK OR AFRICAN AMERICAN
ALDH1A1	9q21.13	8.13	8.43	1.32	1.38	-0.30	0.0468	0.0908	(B) WHITE
ARTN	1p34.1	5.72	5.31	1.84	1.70	0.41	0.0468	0.0908	(A) BLACK OR AFRICAN AMERICAN
ENDOG	9q34.11	7.60	7.39	0.96	0.79	0.21	0.0468	0.0908	(A) BLACK OR AFRICAN AMERICAN
OTOP2	17q25.1	0.27	0.14	0.60	0.39	0.13	0.0468	0.0909	(A) BLACK OR AFRICAN AMERICAN
DENND4B	1q21.3	9.88	9.75	0.58	0.49	0.13	0.0469	0.0910	(A) BLACK OR AFRICAN AMERICAN
BHMT	5q14.1	0.92	1.17	1.10	0.98	-0.25	0.0469	0.0910	(B) WHITE
HNRNPU	1q44	13.59	13.66	0.32	0.31	-0.07	0.0469	0.0911	(B) WHITE
RPL19P12	7q22.1	6.08	5.81	1.23	0.98	0.27	0.0469	0.0911	(A) BLACK OR AFRICAN AMERICAN
IQCD	12q24.13	5.25	5.49	1.05	0.94	-0.23	0.0469	0.0911	(B) WHITE
LOC100128164	3q26.2	1.10	1.30	0.86	0.81	-0.19	0.0470	0.0911	(B) WHITE
SH3GLB1	1p22.3	11.24	11.35	0.53	0.42	-0.12	0.0470	0.0911	(B) WHITE
MAPK15	-	6.52	6.02	2.17	2.31	0.50	0.0470	0.0912	(A) BLACK OR AFRICAN AMERICAN
SPDYE7P	7q11.23	2.81	2.63	0.79	0.74	0.18	0.0470	0.0912	(A) BLACK OR AFRICAN AMERICAN
BCHE	3q26.1	3.45	3.82	1.61	1.72	-0.37	0.0471	0.0912	(B) WHITE
TNFRSF1A	12p13.31	11.21	11.10	0.50	0.47	0.11	0.0471	0.0913	(A) BLACK OR AFRICAN AMERICAN
TLN2	15q22.2	9.19	9.39	0.93	0.80	-0.21	0.0471	0.0913	(B) WHITE
XPO5	6p21.1	10.63	10.45	0.81	0.64	0.18	0.0471	0.0913	(A) BLACK OR AFRICAN AMERICAN
GYPA	4q31.21	0.14	0.05	0.39	0.22	0.09	0.0471	0.0913	(A) BLACK OR AFRICAN AMERICAN
NOL10	2p25.1	9.72	9.60	0.52	0.45	0.12	0.0471	0.0913	(A) BLACK OR AFRICAN AMERICAN
PBOV1	6q23.3	0.50	0.64	0.63	0.65	-0.14	0.0471	0.0913	(B) WHITE
ZNF837	19q13.43	5.32	5.06	1.15	1.05	0.26	0.0471	0.0913	(A) BLACK OR AFRICAN AMERICAN
CXCL13	4q21.1	7.48	6.78	3.06	2.91	0.69	0.0472	0.0914	(A) BLACK OR AFRICAN AMERICAN
ZHX2	8q24.13	9.92	10.10	0.81	0.64	-0.18	0.0472	0.0915	(B) WHITE
DNAJC30	7q11.23	8.53	8.38	0.64	0.53	0.14	0.0472	0.0915	(A) BLACK OR AFRICAN AMERICAN
LMOD1	1q32.1	8.23	8.56	1.46	1.25	-0.33	0.0472	0.0915	(B) WHITE
GBP1P1	1p22.2	4.09	3.64	2.01	1.67	0.45	0.0472	0.0915	(A) BLACK OR AFRICAN AMERICAN
LCE3A	1q21.3	0.14	0.05	0.44	0.19	0.10	0.0472	0.0915	(A) BLACK OR AFRICAN AMERICAN
JOSD1	22q13.1	10.57	10.45	0.53	0.47	0.12	0.0473	0.0915	(A) BLACK OR AFRICAN AMERICAN
WASHC2C	10q11.22	10.29	10.40	0.48	0.52	-0.11	0.0473	0.0915	(B) WHITE
CFAP298	21q22.11	9.87	9.73	0.63	0.57	0.14	0.0473	0.0915	(A) BLACK OR AFRICAN AMERICAN
RASA4CP	7p13	6.85	6.61	1.04	0.97	0.23	0.0473	0.0915	(A) BLACK OR AFRICAN AMERICAN
BLCAP	20q11.23	10.71	10.59	0.54	0.47	0.12	0.0473	0.0916	(A) BLACK OR AFRICAN AMERICAN
KCNS1	20q13.12	3.24	2.70	2.48	1.86	0.55	0.0474	0.0916	(A) BLACK OR AFRICAN AMERICAN
ZNF467	7q36.1	8.06	8.35	1.30	1.11	-0.29	0.0474	0.0917	(B) WHITE
UNG	12q24.11	10.22	10.08	0.61	0.58	0.14	0.0474	0.0917	(A) BLACK OR AFRICAN AMERICAN
RGS6	14q24.2	3.63	3.21	1.87	1.80	0.42	0.0474	0.0917	(A) BLACK OR AFRICAN AMERICAN
OPN5	6p12.3	0.23	0.14	0.42	0.32	0.09	0.0474	0.0917	(A) BLACK OR AFRICAN AMERICAN
MAMLD1	Xq28	6.88	6.56	1.46	1.19	0.32	0.0474	0.0917	(A) BLACK OR AFRICAN AMERICAN
KLF1	19p13.13	1.68	1.48	0.92	0.80	0.21	0.0476	0.0920	(A) BLACK OR AFRICAN AMERICAN
UTP23	8q24.11	9.13	9.30	0.76	0.68	-0.17	0.0476	0.0920	(B) WHITE
ROR2	9q22.31	8.30	8.58	1.23	1.17	-0.28	0.0476	0.0921	(B) WHITE
ULK4P2	15q13.2	0.95	1.13	0.79	0.83	-0.18	0.0476	0.0921	(B) WHITE
OR5E1P	11p15.4	0.04	0.09	0.20	0.25	-0.05	0.0477	0.0922	(B) WHITE
ADCYAP1R1	7p14.3	1.26	1.56	1.37	1.34	-0.31	0.0477	0.0922	(B) WHITE
TCEAL9	Xq22.2	9.68	9.45	1.01	0.89	0.22	0.0477	0.0922	(A) BLACK OR AFRICAN AMERICAN
TRIM68	11p15.4	7.26	7.54	1.26	0.98	-0.28	0.0477	0.0922	(B) WHITE
HBA1	16p13.3	3.49	2.92	2.52	2.61	0.57	0.0477	0.0922	(A) BLACK OR AFRICAN AMERICAN
SFRP2	4q31.3	12.50	12.92	1.91	1.55	-0.42	0.0477	0.0922	(B) WHITE
NDE1	16p13.11	9.33	9.48	0.67	0.56	-0.15	0.0477	0.0922	(B) WHITE
GRB7	17q12	9.43	9.12	1.35	1.32	0.30	0.0477	0.0922	(A) BLACK OR AFRICAN AMERICAN
PROX2	14q24.3	0.80	0.95	0.64	0.65	-0.15	0.0477	0.0922	(B) WHITE
CTSZ	20q13.32	12.24	12.09	0.68	0.76	0.16	0.0478	0.0923	(A) BLACK OR AFRICAN AMERICAN
PHYKPL	5q35.3	8.44	8.27	0.73	0.60	0.16	0.0478	0.0923	(A) BLACK OR AFRICAN AMERICAN
DSCAML1	11q23.3	2.78	3.22	1.97	1.93	-0.44	0.0478	0.0923	(B) WHITE
MYRF	11q12.2	5.38	5.03	1.58	1.42	0.35	0.0478	0.0924	(A) BLACK OR AFRICAN AMERICAN
COMMD1	2p15	8.26	8.11	0.69	0.51	0.15	0.0479	0.0926	(A) BLACK OR AFRICAN AMERICAN
MED19	11q12.1	8.23	8.10	0.57	0.49	0.13	0.0480	0.0926	(A) BLACK OR AFRICAN AMERICAN
PTK6	20q13.33	7.70	8.09	1.76	1.40	-0.39	0.0480	0.0927	(B) WHITE
SPRR2G	1q21.3	0.46	0.19	1.25	0.75	0.27	0.0481	0.0927	(A) BLACK OR AFRICAN AMERICAN
PATL2	15q21.1	3.21	2.86	1.58	1.40	0.35	0.0481	0.0928	(A) BLACK OR AFRICAN AMERICAN
IQCN	19p13.11	5.85	6.18	1.47	1.43	-0.33	0.0481	0.0928	(B) WHITE
MAGEA4	Xq28	1.66	0.97	3.18	2.28	0.70	0.0481	0.0928	(A) BLACK OR AFRICAN AMERICAN
HCG22	6p21.33	1.07	1.25	0.78	0.94	-0.18	0.0481	0.0928	(B) WHITE
TRIM33	1p13.2	10.25	10.42	0.77	0.51	-0.17	0.0481	0.0928	(B) WHITE
SOD2	6q25.3	11.97	11.74	1.02	0.92	0.23	0.0481	0.0928	(A) BLACK OR AFRICAN AMERICAN
RYR3	15q13.3-q14	3.76	3.42	1.54	1.35	0.34	0.0481	0.0929	(A) BLACK OR AFRICAN AMERICAN
PHC1	12p13.31	8.72	8.84	0.54	0.60	-0.12	0.0482	0.0929	(B) WHITE
WNT3A	1q42.13	1.76	1.36	1.84	1.38	0.40	0.0482	0.0929	(A) BLACK OR AFRICAN AMERICAN
LINC00113	21q21.3	0.30	0.12	0.80	0.42	0.17	0.0482	0.0930	(A) BLACK OR AFRICAN AMERICAN
KHDC1L	6q13	0.86	0.57	1.33	1.01	0.29	0.0483	0.0931	(A) BLACK OR AFRICAN AMERICAN
MLLT1	19p13.3	10.80	10.69	0.50	0.43	0.11	0.0483	0.0931	(A) BLACK OR AFRICAN AMERICAN
TCERG1L	10q26.3	0.91	1.21	1.29	1.31	-0.29	0.0483	0.0931	(B) WHITE
OXGR1	13q32.1	3.33	2.85	2.12	2.11	0.48	0.0483	0.0931	(A) BLACK OR AFRICAN AMERICAN
FAM174A	5q21.1	8.28	8.49	0.90	0.82	-0.20	0.0483	0.0931	(B) WHITE
KCNH5	14q23.2	0.40	0.18	1.00	0.61	0.22	0.0483	0.0932	(A) BLACK OR AFRICAN AMERICAN
FGD1	Xp11.22	8.89	8.62	1.25	0.81	0.27	0.0484	0.0932	(A) BLACK OR AFRICAN AMERICAN
COL1A2	7q21.3	15.77	16.13	1.59	1.41	-0.35	0.0484	0.0932	(B) WHITE
STBD1	4q21.1	8.58	8.79	0.97	0.76	-0.21	0.0484	0.0933	(B) WHITE
LSP1P5	1q21.1	6.24	6.01	1.05	0.89	0.23	0.0484	0.0933	(A) BLACK OR AFRICAN AMERICAN
ZNF365	10q21.2	5.68	6.01	1.49	1.30	-0.33	0.0485	0.0934	(B) WHITE
HNF1A-AS1	12q24.31	0.09	0.14	0.22	0.40	-0.06	0.0486	0.0935	(B) WHITE
DNAH11	7p15.3	3.36	2.84	2.32	2.24	0.52	0.0486	0.0936	(A) BLACK OR AFRICAN AMERICAN
TBX21	17q21.32	4.16	3.77	1.76	1.63	0.39	0.0487	0.0937	(A) BLACK OR AFRICAN AMERICAN
FMNL1	17q21.31	9.13	8.89	1.10	0.95	0.24	0.0487	0.0937	(A) BLACK OR AFRICAN AMERICAN
SHC2	19p13.3	8.21	7.84	1.68	1.50	0.37	0.0487	0.0937	(A) BLACK OR AFRICAN AMERICAN
TAS1R1	1p36.31	1.84	1.54	1.34	1.17	0.30	0.0487	0.0938	(A) BLACK OR AFRICAN AMERICAN
LINC00160	21q22.12	2.16	2.55	1.76	1.58	-0.39	0.0487	0.0938	(B) WHITE
GPR158	10p12.1	4.42	3.90	2.29	2.28	0.52	0.0488	0.0939	(A) BLACK OR AFRICAN AMERICAN
MTHFD2L	4q13.3	7.77	7.61	0.72	0.69	0.16	0.0488	0.0940	(A) BLACK OR AFRICAN AMERICAN
USP19	3p21.31	10.24	10.34	0.43	0.44	-0.10	0.0488	0.0940	(B) WHITE
XAF1	17p13.1	9.86	9.57	1.28	1.24	0.29	0.0489	0.0940	(A) BLACK OR AFRICAN AMERICAN
ACO2	22q13.2	11.37	11.25	0.52	0.55	0.12	0.0489	0.0940	(A) BLACK OR AFRICAN AMERICAN
SULT4A1	22q13.31	3.80	3.25	2.51	2.15	0.55	0.0489	0.0941	(A) BLACK OR AFRICAN AMERICAN
AGPAT3	21q22.3	11.08	11.20	0.55	0.43	-0.12	0.0490	0.0942	(B) WHITE
S100A13	1q21.3	10.96	10.73	1.02	0.85	0.22	0.0490	0.0942	(A) BLACK OR AFRICAN AMERICAN
ODF1	8q22.3	0.05	0.10	0.18	0.37	-0.05	0.0490	0.0942	(B) WHITE
SMARCC1	3p21.31	11.68	11.82	0.60	0.56	-0.13	0.0490	0.0943	(B) WHITE
REXO2	11q23.2	9.48	9.32	0.73	0.64	0.16	0.0490	0.0943	(A) BLACK OR AFRICAN AMERICAN
PCDHA12	5q31.3	4.00	4.56	2.47	2.56	-0.56	0.0490	0.0943	(B) WHITE
POTEG	14q11.2	0.38	0.23	0.67	0.59	0.15	0.0491	0.0944	(A) BLACK OR AFRICAN AMERICAN
C15ORF62	15q15.1	5.22	4.98	1.08	0.91	0.24	0.0491	0.0944	(A) BLACK OR AFRICAN AMERICAN
MLX	17q21.2	10.14	10.04	0.46	0.43	0.10	0.0491	0.0944	(A) BLACK OR AFRICAN AMERICAN
SLC11A2	12q13.12	10.50	10.66	0.74	0.52	-0.16	0.0491	0.0944	(B) WHITE
GRIK4	11q23.3	3.22	3.68	2.09	1.96	-0.47	0.0491	0.0944	(B) WHITE
PTGER4P2-CDK2AP2P2	9q13	3.90	4.17	1.19	1.28	-0.27	0.0491	0.0944	(B) WHITE
GPX8	5q11.2	9.50	9.70	0.93	0.96	-0.21	0.0492	0.0945	(B) WHITE
SNX12	Xq13.1	7.62	7.81	0.87	0.53	-0.19	0.0492	0.0946	(B) WHITE
SNRNP35	12q24.31	8.56	8.40	0.68	0.62	0.15	0.0492	0.0946	(A) BLACK OR AFRICAN AMERICAN
TMEM31	Xq22.2	1.92	1.65	1.21	1.03	0.27	0.0492	0.0946	(A) BLACK OR AFRICAN AMERICAN
CYP2W1	7p22.3	0.75	0.44	1.47	0.90	0.32	0.0493	0.0946	(A) BLACK OR AFRICAN AMERICAN
PLSCR1	3q24	9.87	9.65	1.02	0.89	0.23	0.0493	0.0946	(A) BLACK OR AFRICAN AMERICAN
B9D2	19q13.2	6.49	6.33	0.72	0.73	0.16	0.0493	0.0946	(A) BLACK OR AFRICAN AMERICAN
RNF31	14q12	9.99	9.88	0.51	0.44	0.11	0.0493	0.0946	(A) BLACK OR AFRICAN AMERICAN
KLKP1	19q13.33	1.74	2.06	1.43	1.42	-0.32	0.0493	0.0947	(B) WHITE
FN1	2q35	15.86	16.18	1.41	1.38	-0.32	0.0493	0.0947	(B) WHITE
OR14A16	1q44	0.02	0.05	0.11	0.24	-0.03	0.0494	0.0948	(B) WHITE
ARHGEF7	13q34	10.10	10.22	0.52	0.48	-0.12	0.0494	0.0948	(B) WHITE
LINC00552	13q34	0.93	0.66	1.19	1.13	0.27	0.0495	0.0949	(A) BLACK OR AFRICAN AMERICAN
SIX4	14q23.1	8.45	8.67	0.99	1.04	-0.22	0.0495	0.0950	(B) WHITE
EEF1A2	20q13.33	8.16	8.92	3.43	3.05	-0.76	0.0496	0.0951	(B) WHITE
TIFAB	5q31.1	3.17	2.76	1.85	1.65	0.41	0.0496	0.0951	(A) BLACK OR AFRICAN AMERICAN
TSPAN4	11p15.5	9.42	9.24	0.79	0.85	0.18	0.0496	0.0951	(A) BLACK OR AFRICAN AMERICAN
ZRSR2	Xp22.2	8.30	8.18	0.56	0.53	0.12	0.0496	0.0951	(A) BLACK OR AFRICAN AMERICAN
CAV1	7q31.2	10.16	10.41	1.13	1.05	-0.25	0.0496	0.0952	(B) WHITE
BEST4	1p34.1	2.89	2.58	1.40	1.22	0.31	0.0497	0.0954	(A) BLACK OR AFRICAN AMERICAN
AP1S2	Xp22.2	8.28	8.45	0.76	0.66	-0.17	0.0498	0.0954	(B) WHITE
ZNF778	16q24.3	6.10	6.27	0.76	0.68	-0.17	0.0499	0.0956	(B) WHITE
UFM1	13q13.3	10.51	10.64	0.62	0.49	-0.14	0.0499	0.0957	(B) WHITE
ATXN10	22q13.31	11.06	11.17	0.47	0.47	-0.11	0.0499	0.0957	(B) WHITE
ZFP69	1p34.2	6.68	6.81	0.55	0.62	-0.13	0.0500	0.0958	(B) WHITE
CFAP161	15q25.1	1.29	1.50	0.90	1.01	-0.21	0.0500	0.0959	(B) WHITE
NUP43	6q25.1	9.59	9.71	0.56	0.50	-0.12	0.0500	0.0959	(B) WHITE
TENT5A	6q14.1	9.01	9.24	1.01	1.03	-0.23	0.0501	0.0959	(B) WHITE
SPAG17	1p12	3.79	4.37	2.58	2.57	-0.58	0.0501	0.0959	(B) WHITE
IFNL2	19q13.2	0.52	0.31	0.95	0.70	0.21	0.0502	0.0962	(A) BLACK OR AFRICAN AMERICAN
TRH	3q22.1	2.49	3.08	2.62	2.82	-0.59	0.0502	0.0962	(B) WHITE
C1QTNF12	1p36.33	2.22	1.83	1.75	1.46	0.38	0.0502	0.0962	(A) BLACK OR AFRICAN AMERICAN
TRMT6	20p12.3	8.92	8.79	0.58	0.54	0.13	0.0503	0.0963	(A) BLACK OR AFRICAN AMERICAN
UMPS	3q21.2	9.62	9.52	0.45	0.41	0.10	0.0503	0.0964	(A) BLACK OR AFRICAN AMERICAN
FLT3	13q12.2	5.07	5.63	2.49	2.46	-0.56	0.0504	0.0964	(B) WHITE
EGR2	10q21.3	7.92	8.24	1.43	1.40	-0.32	0.0504	0.0965	(B) WHITE
PRPSAP2	17p11.2	8.92	8.81	0.50	0.47	0.11	0.0504	0.0965	(A) BLACK OR AFRICAN AMERICAN
RBMS2	12q13.3	9.46	9.60	0.64	0.58	-0.14	0.0504	0.0965	(B) WHITE
MAGED2	Xp11.21	13.29	13.54	1.14	1.06	-0.25	0.0505	0.0965	(B) WHITE
EPB41L3	18p11.31	9.01	9.27	1.14	1.14	-0.26	0.0505	0.0965	(B) WHITE
RGS9	17q24.1	4.63	4.16	2.14	1.85	0.47	0.0505	0.0966	(A) BLACK OR AFRICAN AMERICAN
C9ORF50	9q34.11	1.17	0.96	0.96	0.83	0.21	0.0506	0.0968	(A) BLACK OR AFRICAN AMERICAN
ANXA1	9q21.13	11.35	11.09	1.18	1.09	0.26	0.0506	0.0968	(A) BLACK OR AFRICAN AMERICAN
GPC1	2q37.3	10.57	10.35	1.02	0.90	0.22	0.0506	0.0968	(A) BLACK OR AFRICAN AMERICAN
NKX6-3	8p11.21	0.21	0.09	0.52	0.39	0.11	0.0506	0.0968	(A) BLACK OR AFRICAN AMERICAN
KIRREL3	11q24.2	2.30	1.91	1.76	1.71	0.39	0.0506	0.0968	(A) BLACK OR AFRICAN AMERICAN
GRM7	3p26.1	1.08	1.36	1.24	1.23	-0.28	0.0506	0.0969	(B) WHITE
SERPINA9	14q32.13	1.64	1.99	1.58	1.51	-0.35	0.0507	0.0970	(B) WHITE
KRT33B	17q21.2	0.54	0.22	1.55	0.55	0.33	0.0507	0.0970	(A) BLACK OR AFRICAN AMERICAN
NECAB1	8q21.3	4.71	4.99	1.25	1.43	-0.28	0.0507	0.0970	(B) WHITE
FAM138F	19p13.3	0.44	0.27	0.76	0.44	0.16	0.0508	0.0971	(A) BLACK OR AFRICAN AMERICAN
ISYNA1	19p13.11	10.18	9.90	1.26	1.10	0.28	0.0508	0.0971	(A) BLACK OR AFRICAN AMERICAN
GLIS1	1p32.3	3.66	3.34	1.47	1.46	0.33	0.0508	0.0971	(A) BLACK OR AFRICAN AMERICAN
MSN	Xq12	12.85	12.62	1.05	0.82	0.23	0.0508	0.0971	(A) BLACK OR AFRICAN AMERICAN
MSC	8q13.3	7.27	6.97	1.37	1.18	0.30	0.0508	0.0971	(A) BLACK OR AFRICAN AMERICAN
ETHE1	19q13.31	9.05	8.91	0.63	0.60	0.14	0.0509	0.0973	(A) BLACK OR AFRICAN AMERICAN
MRPS16	10q22.2	11.03	10.92	0.51	0.42	0.11	0.0510	0.0974	(A) BLACK OR AFRICAN AMERICAN
RPS6KA1	1p36.11	10.24	10.10	0.64	0.66	0.14	0.0510	0.0975	(A) BLACK OR AFRICAN AMERICAN
SNORA2A	12q13.11	0.01	0.03	0.07	0.12	-0.02	0.0511	0.0975	(B) WHITE
SUN2	22q13.1	11.56	11.38	0.83	0.73	0.18	0.0511	0.0975	(A) BLACK OR AFRICAN AMERICAN
DEXI	16p13.13	9.23	9.09	0.61	0.63	0.14	0.0511	0.0976	(A) BLACK OR AFRICAN AMERICAN
SLC26A4	7q22.3	3.31	3.68	1.65	1.48	-0.36	0.0511	0.0976	(B) WHITE
ADARB2	10p15.3	1.25	1.55	1.34	1.38	-0.30	0.0511	0.0976	(B) WHITE
PTPRE	10q26.2	8.55	8.76	0.97	0.75	-0.21	0.0512	0.0977	(B) WHITE
NTAN1	16p13.11	9.28	9.17	0.50	0.56	0.11	0.0512	0.0977	(A) BLACK OR AFRICAN AMERICAN
SYNGR2	17q25.3	12.44	12.27	0.78	0.67	0.17	0.0512	0.0977	(A) BLACK OR AFRICAN AMERICAN
ATP6V1G3	1q31.3	0.16	0.08	0.38	0.22	0.08	0.0512	0.0977	(A) BLACK OR AFRICAN AMERICAN
C10ORF90	10q26.2	2.68	2.17	2.35	1.85	0.51	0.0512	0.0977	(A) BLACK OR AFRICAN AMERICAN
LINC01184	5q23.3	8.64	8.80	0.74	0.66	-0.16	0.0512	0.0978	(B) WHITE
SLC43A1	11q12.1	7.57	7.84	1.22	1.15	-0.27	0.0514	0.0980	(B) WHITE
CLCN4	Xp22.2	6.53	6.11	1.90	1.50	0.41	0.0515	0.0982	(A) BLACK OR AFRICAN AMERICAN
NELL1	11p15.1	0.93	1.37	1.90	2.42	-0.44	0.0515	0.0982	(B) WHITE
OTP	5q14.1	0.82	0.58	1.10	0.89	0.24	0.0516	0.0983	(A) BLACK OR AFRICAN AMERICAN
ELP6	3p21.31	8.65	8.53	0.54	0.47	0.12	0.0517	0.0985	(A) BLACK OR AFRICAN AMERICAN
SPRR2F	1q21.3	0.43	0.22	0.95	0.66	0.20	0.0517	0.0986	(A) BLACK OR AFRICAN AMERICAN
SHLD2P1	10q11.22	7.82	7.93	0.50	0.46	-0.11	0.0517	0.0986	(B) WHITE
BHLHE41	12p12.1	9.32	9.57	1.10	1.26	-0.25	0.0517	0.0986	(B) WHITE
TPK1	7q35	5.71	5.92	0.93	0.77	-0.20	0.0517	0.0986	(B) WHITE
AGO3	1p34.3	7.05	7.21	0.73	0.60	-0.16	0.0517	0.0986	(B) WHITE
COL16A1	1p35.2	10.69	10.39	1.32	1.20	0.29	0.0518	0.0987	(A) BLACK OR AFRICAN AMERICAN
SNORA21	17q12	0.10	0.16	0.26	0.32	-0.06	0.0519	0.0988	(B) WHITE
CYTIP	2q24.1	7.71	7.38	1.51	1.40	0.33	0.0519	0.0988	(A) BLACK OR AFRICAN AMERICAN
NDST4	4q26	0.55	0.85	1.31	1.78	-0.31	0.0519	0.0989	(B) WHITE
PTCHD1	Xp22.11	3.93	3.33	2.75	2.35	0.60	0.0519	0.0989	(A) BLACK OR AFRICAN AMERICAN
NUDT13	10q22.2	5.11	5.31	0.94	0.75	-0.20	0.0519	0.0989	(B) WHITE
PRKCE	2p21	7.58	7.78	0.92	0.90	-0.20	0.0520	0.0990	(B) WHITE
MAGEA11	Xq28	1.00	0.65	1.65	1.34	0.36	0.0520	0.0991	(A) BLACK OR AFRICAN AMERICAN
MGC27382	1p31.1	0.27	0.13	0.65	0.42	0.14	0.0520	0.0991	(A) BLACK OR AFRICAN AMERICAN
CASC3	17q21.1	11.26	11.42	0.75	0.78	-0.17	0.0520	0.0991	(B) WHITE
SNAI3-AS1	16q24.2	5.00	4.80	0.91	0.68	0.20	0.0520	0.0991	(A) BLACK OR AFRICAN AMERICAN
RNF128	Xq22.3	5.72	6.16	2.01	1.82	-0.44	0.0520	0.0991	(B) WHITE
NYAP1	7q22.1	3.05	2.69	1.66	1.32	0.36	0.0520	0.0991	(A) BLACK OR AFRICAN AMERICAN
STRIP2	7q32.1	5.23	5.52	1.36	1.19	-0.30	0.0521	0.0992	(B) WHITE
URB2	1q42.13	8.83	8.98	0.67	0.63	-0.15	0.0522	0.0993	(B) WHITE
HMSD	18q22.1	1.11	0.81	1.39	1.11	0.30	0.0522	0.0993	(A) BLACK OR AFRICAN AMERICAN
SMC1B	22q13.31	3.68	3.17	2.31	2.20	0.51	0.0523	0.0995	(A) BLACK OR AFRICAN AMERICAN
TNFSF8	9q32-q33.1	4.95	5.26	1.42	1.15	-0.31	0.0523	0.0995	(B) WHITE
RTP3	3p21.31	0.58	0.21	1.78	0.73	0.37	0.0523	0.0995	(A) BLACK OR AFRICAN AMERICAN
PAGE2B	Xp11.21	0.85	0.43	1.97	1.16	0.42	0.0523	0.0995	(A) BLACK OR AFRICAN AMERICAN
LINC01001	11p15.5	5.29	5.05	1.09	1.06	0.24	0.0523	0.0995	(A) BLACK OR AFRICAN AMERICAN
CFC1B	2q21.1	0.18	0.34	0.67	0.97	-0.16	0.0523	0.0995	(B) WHITE
CAPSL	5p13.2	2.44	2.91	2.15	2.22	-0.48	0.0523	0.0995	(B) WHITE
SMIM8	6q15	6.59	6.45	0.64	0.56	0.14	0.0524	0.0996	(A) BLACK OR AFRICAN AMERICAN
JADE3	Xp11.3	9.13	9.32	0.84	0.89	-0.19	0.0524	0.0997	(B) WHITE
GALE	1p36.11	9.46	9.26	0.94	0.91	0.21	0.0525	0.0997	(A) BLACK OR AFRICAN AMERICAN
EFTUD2	17q21.31	11.12	11.02	0.46	0.43	0.10	0.0525	0.0998	(A) BLACK OR AFRICAN AMERICAN
SFRP1	8p11.21	10.24	9.60	2.94	2.81	0.65	0.0525	0.0999	(A) BLACK OR AFRICAN AMERICAN
INSL5	1p31.3	0.49	0.33	0.73	0.51	0.16	0.0525	0.0999	(A) BLACK OR AFRICAN AMERICAN
