Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher expression in
ARL5B	10p12.31	7.64	7.76	0.66	0.72	-0.12	0.294	0.612	(B) WHITE
RAB11FIP2	10q26.11	8.96	9.02	0.34	0.46	-0.06	0.294	0.612	(B) WHITE
ZNF833P	19p13.2	4.08	3.97	0.61	0.74	0.11	0.294	0.613	(A) BLACK OR AFRICAN AMERICAN
TCERG1L	10q26.3	3.56	3.90	1.97	1.88	-0.34	0.295	0.613	(B) WHITE
UGGT2	13q32.1	8.52	8.62	0.55	0.49	-0.09	0.295	0.613	(B) WHITE
USP54	10q22.2	11.12	11.03	0.51	0.58	0.09	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
SLC25A26	3p14.1	8.51	8.56	0.29	0.26	-0.05	0.295	0.613	(B) WHITE
PRKCE	2p21	7.23	7.31	0.45	0.38	-0.08	0.295	0.613	(B) WHITE
CAPN15	16p13.3	9.37	9.46	0.48	0.52	-0.08	0.295	0.613	(B) WHITE
EMC7	15q14	10.33	10.27	0.38	0.33	0.06	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
CLK3	15q24.1	10.10	10.06	0.22	0.31	0.04	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
TPM3P9	19q13.42	9.41	9.61	1.18	1.02	-0.20	0.295	0.613	(B) WHITE
SERPINI1	3q26.1	7.52	7.35	0.94	1.20	0.17	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
AKAP9	7q21.2	10.99	11.09	0.56	0.55	-0.10	0.295	0.613	(B) WHITE
APCS	1q23.2	0.19	0.29	0.48	0.92	-0.10	0.295	0.613	(B) WHITE
C7ORF65	7p12.3	0.27	0.34	0.45	0.48	-0.08	0.295	0.613	(B) WHITE
TRAPPC3	1p34.3	10.18	10.13	0.29	0.25	0.05	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
TRIM26	6p22.1	10.78	10.73	0.24	0.27	0.04	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
NRAS	1p13.2	9.64	9.73	0.53	0.54	-0.09	0.295	0.613	(B) WHITE
IL19	1q32.1	0.19	0.12	0.37	0.30	0.06	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
LYPD2	8q24.3	0.12	0.07	0.27	0.23	0.05	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
C16ORF71	16p13.3	4.92	4.82	0.59	0.71	0.11	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
PCARE	2p23.2	1.10	0.91	1.13	0.95	0.19	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
TFB1M	6q25.3	6.93	7.01	0.41	0.56	-0.07	0.295	0.613	(B) WHITE
UBAC1	9q34.3	9.52	9.46	0.31	0.33	0.05	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
ZNF768	16p11.2	10.30	10.24	0.34	0.38	0.06	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
HRH4	18q11.2	1.24	1.11	0.79	0.66	0.13	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
SELENOS	15q26.3	10.61	10.53	0.46	0.39	0.08	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
SMIM32	5q31.1	4.29	4.75	2.70	2.44	-0.46	0.295	0.613	(B) WHITE
HCN1	5p12	0.65	0.44	1.24	0.60	0.20	0.295	0.613	(A) BLACK OR AFRICAN AMERICAN
BAP1	3p21.1	10.79	10.83	0.20	0.26	-0.04	0.296	0.613	(B) WHITE
PROKR2	20p12.3	0.15	0.21	0.30	0.56	-0.06	0.296	0.613	(B) WHITE
METTL4	18p11.32	7.71	7.66	0.26	0.34	0.05	0.296	0.614	(A) BLACK OR AFRICAN AMERICAN
RNF165	18q21.1	4.85	5.08	1.35	1.27	-0.23	0.296	0.614	(B) WHITE
GK5	3q23	10.59	10.68	0.49	0.51	-0.09	0.296	0.614	(B) WHITE
DPYSL5	2p23.3	2.22	2.48	1.48	1.82	-0.26	0.296	0.614	(B) WHITE
HEATR5B	2p22.2	10.10	10.19	0.54	0.38	-0.09	0.296	0.614	(B) WHITE
LINC00628	1q32.1	1.34	1.20	0.79	0.78	0.14	0.296	0.614	(A) BLACK OR AFRICAN AMERICAN
TMPRSS11F	4q13.2	1.50	1.33	0.99	1.05	0.17	0.296	0.614	(A) BLACK OR AFRICAN AMERICAN
GCGR	17q25.3	0.65	0.53	0.69	0.67	0.12	0.296	0.614	(A) BLACK OR AFRICAN AMERICAN
MXD1	2p13.3	8.24	8.31	0.43	0.47	-0.08	0.296	0.614	(B) WHITE
OR2L3	1q44	0.27	0.20	0.39	0.38	0.07	0.297	0.614	(A) BLACK OR AFRICAN AMERICAN
PKN2	1p22.2	10.01	10.07	0.31	0.37	-0.05	0.297	0.614	(B) WHITE
BTRC	10q24.32	9.93	9.87	0.38	0.37	0.07	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
EDA	Xq13.1	7.83	7.66	1.03	0.96	0.18	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
OR7C1	19p13.12	1.22	1.37	0.86	1.05	-0.15	0.297	0.615	(B) WHITE
NCBP3	17p13.2	9.16	9.11	0.28	0.32	0.05	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
ENDOD1	11q21	12.26	12.13	0.75	0.88	0.13	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
C12ORF57	12p13.31	11.08	11.00	0.48	0.55	0.08	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
OR4C12	11p11.12	0.03	0.01	0.14	0.07	0.02	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
OR51F2	11p15.4	0.77	0.63	0.78	0.67	0.13	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
TLX1	10q24.31	0.71	0.56	0.91	0.72	0.15	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
C10ORF120	10q26.13	0.07	0.03	0.21	0.12	0.03	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
AURKA	20q13.2	5.94	6.07	0.78	0.85	-0.14	0.297	0.615	(B) WHITE
HMCN1	1q25.3-q31.1	8.13	8.35	1.22	1.29	-0.21	0.297	0.615	(B) WHITE
GNG5	1p22.3	10.54	10.48	0.37	0.37	0.06	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
HIST1H3E	6p22.2	7.18	7.05	0.74	0.93	0.13	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
FCER1G	1q23.3	7.20	7.04	0.99	0.76	0.17	0.297	0.615	(A) BLACK OR AFRICAN AMERICAN
KLRC1	12p13.2	2.21	2.01	1.16	1.09	0.20	0.298	0.615	(A) BLACK OR AFRICAN AMERICAN
ZNF75D	Xq26.3	8.80	8.72	0.44	0.45	0.08	0.298	0.615	(A) BLACK OR AFRICAN AMERICAN
BRD3	9q34.2	10.61	10.69	0.46	0.42	-0.08	0.298	0.615	(B) WHITE
TSC1	9q34.13	9.78	9.72	0.35	0.36	0.06	0.298	0.615	(A) BLACK OR AFRICAN AMERICAN
STS	Xp22.31	9.04	8.95	0.47	0.61	0.08	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
RPL30	8q22.2	14.19	14.08	0.68	0.52	0.11	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
PRC1	15q26.1	7.73	7.85	0.68	0.73	-0.12	0.298	0.616	(B) WHITE
SEMA6B	19p13.3	6.75	6.91	0.92	0.96	-0.16	0.298	0.616	(B) WHITE
INSYN2B	5q35.1	1.57	1.79	1.24	1.35	-0.22	0.298	0.616	(B) WHITE
NOS2	17q11.2	3.65	3.38	1.56	1.66	0.27	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
DNM2	19p13.2	11.45	11.41	0.22	0.24	0.04	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
CDC42EP5	19q13.42	8.58	8.28	1.73	1.59	0.29	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
NT5C1B	2p24.2	1.53	1.41	0.72	0.62	0.12	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
IP6K3	6p21.31	4.23	4.57	1.95	1.68	-0.33	0.298	0.616	(B) WHITE
CLDN14	21q22.13	1.19	1.07	0.73	0.76	0.13	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
BTNL3	5q35.3	0.20	0.27	0.42	0.44	-0.07	0.298	0.616	(B) WHITE
INSIG1	7q36.3	10.48	10.62	0.85	0.90	-0.15	0.298	0.616	(B) WHITE
MACROD1	11q13.1	8.71	8.60	0.62	0.64	0.11	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
COL10A1	6q22.1	5.92	6.29	2.19	2.11	-0.38	0.298	0.616	(B) WHITE
TTC4	1p32.3	8.86	8.82	0.25	0.25	0.04	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
ZNF524	19q13.42	8.88	8.80	0.45	0.53	0.08	0.298	0.616	(A) BLACK OR AFRICAN AMERICAN
KCTD5	16p13.3	9.29	9.34	0.25	0.30	-0.04	0.299	0.616	(B) WHITE
CCT8L2	22q11.1	0.19	0.12	0.41	0.29	0.07	0.299	0.616	(A) BLACK OR AFRICAN AMERICAN
FYB1	5p13.1	7.36	7.16	1.21	1.08	0.21	0.299	0.616	(A) BLACK OR AFRICAN AMERICAN
GALC	14q31.3	9.63	9.76	0.75	0.72	-0.13	0.299	0.616	(B) WHITE
EGFEM1P	3q26.2	0.07	0.10	0.19	0.25	-0.03	0.299	0.616	(B) WHITE
OR1D2	17p13.3	0.06	0.01	0.29	0.07	0.05	0.299	0.616	(A) BLACK OR AFRICAN AMERICAN
RAB40AL	Xq22.1	2.60	2.80	1.20	0.92	-0.20	0.299	0.616	(B) WHITE
IPP	1p34.1	7.98	8.06	0.45	0.44	-0.08	0.299	0.616	(B) WHITE
LOC256880	4q23	2.11	1.98	0.77	0.84	0.13	0.299	0.616	(A) BLACK OR AFRICAN AMERICAN
HELQ	4q21.23	7.72	7.77	0.31	0.29	-0.05	0.299	0.616	(B) WHITE
SCNN1B	16p12.2	5.52	5.83	1.81	1.89	-0.31	0.299	0.616	(B) WHITE
ZNF512B	20q13.33	9.62	9.69	0.40	0.41	-0.07	0.299	0.617	(B) WHITE
CLDN20	6q25.3	1.21	1.09	0.66	0.64	0.11	0.299	0.617	(A) BLACK OR AFRICAN AMERICAN
MPV17L	16p13.11	5.88	6.09	1.22	1.10	-0.21	0.299	0.617	(B) WHITE
REPS1	6q24.1	9.83	9.77	0.31	0.67	0.07	0.299	0.617	(A) BLACK OR AFRICAN AMERICAN
NEMP2	2q32.2	6.07	6.00	0.39	0.43	0.07	0.299	0.617	(A) BLACK OR AFRICAN AMERICAN
NBPF3	1p36.12	7.43	7.33	0.63	0.55	0.11	0.299	0.617	(A) BLACK OR AFRICAN AMERICAN
B4GALT1	9p21.1	11.55	11.62	0.40	0.54	-0.07	0.299	0.617	(B) WHITE
DUSP3	17q21.31	10.90	10.97	0.41	0.41	-0.07	0.299	0.617	(B) WHITE
BTAF1	10q23.32	9.69	9.59	0.59	0.56	0.10	0.300	0.617	(A) BLACK OR AFRICAN AMERICAN
FOXO4	Xq13.1	9.46	9.39	0.43	0.41	0.07	0.300	0.617	(A) BLACK OR AFRICAN AMERICAN
XRCC2	7q36.1	4.27	4.42	0.94	0.81	-0.16	0.300	0.617	(B) WHITE
DOCK2	5q35.1	7.18	6.98	1.21	1.11	0.21	0.300	0.617	(A) BLACK OR AFRICAN AMERICAN
ZCCHC14	16q24.2	9.15	9.22	0.38	0.40	-0.07	0.300	0.618	(B) WHITE
PKD1L3	16q22.2	0.82	0.97	0.84	0.92	-0.15	0.300	0.618	(B) WHITE
ZNF233	19q13.31	7.03	6.93	0.60	0.59	0.10	0.300	0.618	(A) BLACK OR AFRICAN AMERICAN
TIMP2	17q25.3	12.01	12.14	0.76	0.79	-0.13	0.300	0.618	(B) WHITE
SRSF11	1p31.1	11.46	11.39	0.39	0.39	0.07	0.300	0.618	(A) BLACK OR AFRICAN AMERICAN
SCX	8q24.3	1.95	1.76	1.09	1.17	0.19	0.300	0.618	(A) BLACK OR AFRICAN AMERICAN
NTPCR	1q42.2	9.14	9.07	0.39	0.37	0.07	0.300	0.618	(A) BLACK OR AFRICAN AMERICAN
POLE3	9q32	10.24	10.30	0.31	0.35	-0.05	0.300	0.618	(B) WHITE
PKP3	11p15.5	10.62	10.55	0.40	0.45	0.07	0.300	0.618	(A) BLACK OR AFRICAN AMERICAN
TADA2A	17q12	7.25	7.29	0.25	0.29	-0.04	0.300	0.618	(B) WHITE
SLC35G5	8p23.1	1.25	1.09	0.99	0.74	0.17	0.301	0.618	(A) BLACK OR AFRICAN AMERICAN
CHCHD10	22q11.23	8.93	8.80	0.73	0.70	0.13	0.301	0.618	(A) BLACK OR AFRICAN AMERICAN
GJA1	6q22.31	10.25	10.43	1.05	1.15	-0.18	0.301	0.618	(B) WHITE
BORCS6	17p13.1	7.92	7.82	0.54	0.50	0.09	0.301	0.618	(A) BLACK OR AFRICAN AMERICAN
NUFIP1	13q14.12	7.37	7.44	0.36	0.41	-0.06	0.301	0.618	(B) WHITE
RPAP3	12q13.11	9.03	9.07	0.24	0.26	-0.04	0.301	0.618	(B) WHITE
KLRA1P	12p13.2	4.52	4.36	0.88	1.03	0.15	0.301	0.618	(A) BLACK OR AFRICAN AMERICAN
TEX45	19p13.2	3.12	3.35	1.35	1.55	-0.24	0.301	0.619	(B) WHITE
LINC00882	3q13.12	3.07	2.93	0.83	0.87	0.14	0.301	0.619	(A) BLACK OR AFRICAN AMERICAN
BET1L	11p15.5	11.15	11.19	0.19	0.25	-0.03	0.301	0.619	(B) WHITE
KRT33A	17q21.2	0.04	0.01	0.20	0.08	0.03	0.301	0.619	(A) BLACK OR AFRICAN AMERICAN
ADAM21	14q24.2	3.14	3.36	1.23	1.38	-0.21	0.301	0.619	(B) WHITE
SFRP1	8p11.21	10.44	10.62	1.03	1.01	-0.18	0.301	0.619	(B) WHITE
TEX19	17q25.3	0.77	0.65	0.71	0.67	0.12	0.301	0.619	(A) BLACK OR AFRICAN AMERICAN
DAPK1	9q21.33	10.03	9.89	0.82	0.92	0.14	0.301	0.619	(A) BLACK OR AFRICAN AMERICAN
CDH8	16q21	1.28	1.47	1.12	1.18	-0.19	0.301	0.619	(B) WHITE
HS6ST2	Xq26.2	5.44	5.78	2.05	1.74	-0.34	0.301	0.619	(B) WHITE
JMJD4	1q42.13	9.55	9.48	0.42	0.37	0.07	0.302	0.619	(A) BLACK OR AFRICAN AMERICAN
SLC27A1	19p13.11	9.79	9.87	0.45	0.47	-0.08	0.302	0.619	(B) WHITE
LOC100272217	9q34.11	5.34	5.20	0.80	0.86	0.14	0.302	0.619	(A) BLACK OR AFRICAN AMERICAN
C11ORF88	11q23.1	0.90	0.80	0.57	0.70	0.10	0.302	0.619	(A) BLACK OR AFRICAN AMERICAN
TBC1D13	9q34.11	9.91	9.98	0.37	0.35	-0.06	0.302	0.619	(B) WHITE
VSIG1	Xq22.3	1.89	2.05	0.94	0.93	-0.16	0.302	0.619	(B) WHITE
SUN1	7p22.3	11.05	11.11	0.33	0.34	-0.06	0.302	0.619	(B) WHITE
ASRGL1	11q12.3	9.73	9.89	0.88	0.98	-0.15	0.302	0.620	(B) WHITE
SSX2IP	1p22.3	8.82	8.89	0.37	0.38	-0.06	0.302	0.620	(B) WHITE
RAB9B	Xq22.2	3.74	3.93	1.10	1.07	-0.19	0.302	0.620	(B) WHITE
MECOM	3q26.2	7.57	7.75	1.05	0.92	-0.18	0.302	0.620	(B) WHITE
B4GALNT1	12q13.3	4.91	5.11	1.21	1.06	-0.20	0.302	0.620	(B) WHITE
LOXL4	10q24.2	8.08	8.23	0.86	0.98	-0.15	0.302	0.620	(B) WHITE
MTA3	2p21	9.79	9.85	0.31	0.27	-0.05	0.303	0.620	(B) WHITE
SUN3	7p12.3	0.10	0.05	0.33	0.15	0.05	0.303	0.620	(A) BLACK OR AFRICAN AMERICAN
COX10	17p12	7.92	7.96	0.24	0.33	-0.04	0.303	0.620	(B) WHITE
CGB7	19q13.33	2.48	2.25	1.39	1.33	0.24	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
CDYL	6p25.1	8.54	8.59	0.30	0.30	-0.05	0.303	0.621	(B) WHITE
SLC12A5	20q13.12	1.59	1.78	1.10	1.03	-0.19	0.303	0.621	(B) WHITE
CASP12	11q22.3	1.84	1.67	1.02	0.84	0.17	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
PRDX1	1p34.1	12.28	12.22	0.35	0.36	0.06	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
C16ORF82	16p12.1	0.20	0.14	0.37	0.34	0.06	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
LOC392196	8p23.1	0.16	0.10	0.36	0.25	0.06	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
DAB2IP	9q33.2	9.89	9.98	0.47	0.56	-0.08	0.303	0.621	(B) WHITE
LRRC74B	22q11.21	0.74	0.58	0.93	0.91	0.16	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
SNX20	16q12.1	4.07	3.85	1.26	1.11	0.21	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
ASZ1	7q31.2	0.48	0.28	1.25	0.66	0.20	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
OR51G1	11p15.4	0.25	0.18	0.46	0.37	0.08	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
MCC	5q22.2	8.63	8.81	1.08	0.94	-0.18	0.303	0.621	(B) WHITE
ALDH3A2	17p11.2	11.61	11.52	0.46	0.59	0.08	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
COLEC11	2p25.3	4.88	4.62	1.54	1.23	0.26	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
KCNN1	19p13.11	2.43	2.27	0.93	0.95	0.16	0.303	0.621	(A) BLACK OR AFRICAN AMERICAN
NPAS3	14q13.1	4.65	4.79	0.80	0.99	-0.14	0.303	0.621	(B) WHITE
RBM41	Xq22.3	6.95	7.05	0.62	0.40	-0.10	0.304	0.621	(B) WHITE
LCN2	9q34.11	7.77	8.22	2.68	2.51	-0.45	0.304	0.621	(B) WHITE
IPO5	13q32.2	11.45	11.51	0.32	0.36	-0.06	0.304	0.621	(B) WHITE
STMN3	20q13.33	9.16	9.28	0.69	0.74	-0.12	0.304	0.621	(B) WHITE
MAP4K5	14q22.1	9.65	9.60	0.32	0.31	0.05	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
GFRA3	5q31.2	3.89	4.18	1.68	1.73	-0.29	0.304	0.621	(B) WHITE
LXN	3q25.32	8.26	8.45	1.12	0.98	-0.19	0.304	0.621	(B) WHITE
TPGS1	19p13.3	6.68	6.50	1.04	1.04	0.18	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
MEIOB	16p13.3	0.45	0.36	0.52	0.51	0.09	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
RHO	3q22.1	0.31	0.23	0.48	0.38	0.08	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
HIST1H2BJ	6p22.1	6.28	6.47	1.08	1.05	-0.18	0.304	0.621	(B) WHITE
PWWP2B	10q26.3	9.61	9.52	0.49	0.59	0.09	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
EIF4G1	3q27.1	13.36	13.42	0.33	0.33	-0.06	0.304	0.621	(B) WHITE
DENND2C	1p13.2	5.27	5.40	0.76	0.75	-0.13	0.304	0.621	(B) WHITE
FOXJ2	12p13.31	9.41	9.47	0.40	0.34	-0.07	0.304	0.621	(B) WHITE
CALB2	16q22.2	2.20	2.01	1.12	1.03	0.19	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
TOP1P2	22q11.23	2.98	2.85	0.77	0.64	0.13	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
GTF2H4	6p21.33	8.27	8.23	0.20	0.34	0.04	0.304	0.621	(A) BLACK OR AFRICAN AMERICAN
ZBTB20	3q13.31	4.42	4.59	0.94	1.04	-0.16	0.304	0.622	(B) WHITE
UBFD1	16p12.2	10.68	10.74	0.35	0.31	-0.06	0.304	0.622	(B) WHITE
TPD52	8q21.13	13.21	13.11	0.60	0.58	0.10	0.304	0.622	(A) BLACK OR AFRICAN AMERICAN
SMYD2	1q32.3	9.15	9.25	0.60	0.60	-0.10	0.305	0.622	(B) WHITE
DNA2	10q21.3	6.22	6.10	0.73	0.76	0.13	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
FXYD4	10q11.21	0.44	0.54	0.58	0.76	-0.10	0.305	0.622	(B) WHITE
KIF2B	17q22	0.08	0.02	0.37	0.13	0.06	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
SLC35E4	22q12.2	5.67	5.76	0.58	0.56	-0.10	0.305	0.622	(B) WHITE
LRRC32	11q13.5	8.96	9.10	0.80	0.82	-0.14	0.305	0.622	(B) WHITE
DYDC1	10q23.1	0.15	0.23	0.43	0.64	-0.08	0.305	0.622	(B) WHITE
RUNX2	6p21.1	7.47	7.37	0.58	0.85	0.11	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
CILP	15q22.31	5.78	5.56	1.30	1.05	0.22	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
MAPT-IT1	17q21.31	0.78	0.90	0.69	0.68	-0.12	0.305	0.622	(B) WHITE
C8ORF76	8q24.13	8.37	8.31	0.35	0.41	0.06	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
ACSL4	Xq23	8.62	8.77	0.86	0.77	-0.14	0.305	0.622	(B) WHITE
SYCP3	12q23.2	0.29	0.22	0.46	0.39	0.08	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
TSTD2	9q22.33	8.87	8.96	0.55	0.41	-0.09	0.305	0.622	(B) WHITE
SMCO1	3q29	0.82	0.62	1.21	0.86	0.20	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
ZNF569	19q13.12	6.92	6.99	0.40	0.41	-0.07	0.305	0.622	(B) WHITE
CEP72	5p15.33	5.91	5.80	0.67	0.51	0.11	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
BEST4	1p34.1	1.64	1.77	0.74	0.86	-0.13	0.305	0.622	(B) WHITE
LRRC41	1p34.1-p33	11.39	11.43	0.23	0.26	-0.04	0.305	0.622	(B) WHITE
MMRN2	10q23.2	8.78	8.91	0.79	0.71	-0.13	0.305	0.622	(B) WHITE
NUAK2	1q32.1	7.31	7.17	0.87	0.90	0.15	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
RASGRP3	2p22.3	6.26	6.11	0.93	0.86	0.16	0.305	0.622	(A) BLACK OR AFRICAN AMERICAN
RASD2	22q12.3	8.33	8.48	0.92	0.82	-0.15	0.306	0.623	(B) WHITE
OR13J1	9p13.3	0.62	0.52	0.63	0.58	0.11	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
FBXL19-AS1	16p11.2	6.47	6.33	0.87	0.85	0.15	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
GALNT13	2q23.3-q24.1	4.61	4.31	1.82	1.76	0.31	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
CCL15	17q12	0.71	0.88	0.99	1.12	-0.17	0.306	0.623	(B) WHITE
ALDH9A1	1q24.1	11.57	11.64	0.40	0.44	-0.07	0.306	0.623	(B) WHITE
HAVCR1	5q33.3	0.24	0.34	0.52	0.79	-0.10	0.306	0.623	(B) WHITE
HAUS7	Xq28	7.96	7.89	0.37	0.39	0.06	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
PDGFA	7p22.3	9.62	9.73	0.63	0.51	-0.10	0.306	0.623	(B) WHITE
SLC35A4	5q31.3	11.28	11.24	0.22	0.27	0.04	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
KCNK4	11q13.1	1.03	1.17	0.83	0.77	-0.14	0.306	0.623	(B) WHITE
POMZP3	7q11.23	7.49	7.61	0.72	0.87	-0.13	0.306	0.623	(B) WHITE
EPS8	12p12.3	8.93	9.03	0.61	0.58	-0.10	0.306	0.623	(B) WHITE
NUP214	9q34.13	10.49	10.55	0.35	0.28	-0.06	0.306	0.623	(B) WHITE
EBNA1BP2	1p34.2	10.12	10.07	0.29	0.28	0.05	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
SEMA4D	9q22.2	9.59	9.65	0.34	0.35	-0.06	0.306	0.623	(B) WHITE
CRLF2	Xp22.33 and Yp11.2	0.37	0.28	0.49	0.47	0.08	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
LOC652276	16p13.3	5.65	5.56	0.53	0.46	0.09	0.306	0.623	(A) BLACK OR AFRICAN AMERICAN
FBP1	9q22.32	10.62	10.84	1.39	0.89	-0.23	0.306	0.623	(B) WHITE
VCPIP1	8q13.1	9.16	9.24	0.48	0.46	-0.08	0.307	0.623	(B) WHITE
RSPO4	20p13	2.01	1.83	1.00	1.12	0.17	0.307	0.623	(A) BLACK OR AFRICAN AMERICAN
HSPB6	19q13.12	9.94	10.19	1.51	1.33	-0.25	0.307	0.623	(B) WHITE
HPSE2	10q24.2	5.47	5.18	1.71	1.68	0.29	0.307	0.623	(A) BLACK OR AFRICAN AMERICAN
CCDC178	18q12.1	3.76	4.01	1.45	1.28	-0.24	0.307	0.623	(B) WHITE
SNRNP27	2p13.3	9.20	9.25	0.28	0.28	-0.05	0.307	0.623	(B) WHITE
EPG5	18q12.3-q21.1	9.37	9.45	0.49	0.42	-0.08	0.307	0.623	(B) WHITE
AMACR	5p13.2	12.60	12.88	1.65	1.72	-0.28	0.307	0.623	(B) WHITE
MND1	4q31.3	3.16	3.35	1.11	1.20	-0.19	0.307	0.624	(B) WHITE
MICA	6p21.33	8.20	8.29	0.53	0.62	-0.09	0.307	0.624	(B) WHITE
BLZF1	1q24.2	8.70	8.74	0.28	0.31	-0.05	0.307	0.624	(B) WHITE
CIAO2B	16q22.1	9.55	9.47	0.49	0.46	0.08	0.307	0.624	(A) BLACK OR AFRICAN AMERICAN
C4BPB	1q32.1	0.25	0.33	0.47	0.59	-0.08	0.307	0.624	(B) WHITE
TTLL7	1p31.1	7.71	7.81	0.61	0.73	-0.11	0.307	0.624	(B) WHITE
PCDHB1	5q31.3	0.64	0.50	0.85	0.68	0.14	0.307	0.624	(A) BLACK OR AFRICAN AMERICAN
WASL	7q31.32	10.86	10.91	0.28	0.34	-0.05	0.307	0.624	(B) WHITE
TCTN3	10q24.1	10.41	10.46	0.28	0.33	-0.05	0.308	0.624	(B) WHITE
CLUL1	18p11.32	7.27	7.38	0.61	0.85	-0.11	0.308	0.624	(B) WHITE
KIRREL3	11q24.2	1.85	1.68	1.01	1.04	0.17	0.308	0.624	(A) BLACK OR AFRICAN AMERICAN
KDM5A	12p13.33	10.21	10.28	0.40	0.44	-0.07	0.308	0.625	(B) WHITE
ATG2A	11q13.1	9.87	9.91	0.26	0.31	-0.05	0.308	0.625	(B) WHITE
MXRA8	1p36.33	9.32	9.46	0.84	0.83	-0.14	0.308	0.625	(B) WHITE
RPL18	19q13.33	14.42	14.33	0.51	0.52	0.09	0.308	0.625	(A) BLACK OR AFRICAN AMERICAN
SCARA3	8p21.1	9.20	9.03	0.97	1.01	0.16	0.308	0.625	(A) BLACK OR AFRICAN AMERICAN
PALD1	10q22.1	7.24	7.38	0.84	0.84	-0.14	0.308	0.625	(B) WHITE
HYDIN	16q22.2	5.54	5.36	0.99	1.18	0.17	0.308	0.625	(A) BLACK OR AFRICAN AMERICAN
ULBP3	6q25.1	3.46	3.59	0.69	0.94	-0.12	0.308	0.625	(B) WHITE
